ref_no,Distribution and Delivery,TV Everywhere,Post Production,Management and Systems,Product Description,Acquisition / Production,Product Image,Internet of Things (IoT),Enterprise / Mobility Solutions,Smart Cities,Cloud / Big Data / Data Centre,Security / Cyber-Security,eSports,Broadband & Infrastructure,Group,Country,booth_no,Others,company_desc,company_name,company_url,Professional Audio / Radio,Connect Everywhere,Product Name,Exhibit Sector,SatComm,Digital Display,show
2019CTA-000530,,,,,"OPWILL Technologies Co., Ltd. (OPWILL) is established in 2007, and headquartered in Beijing. The company business mission is to help service providers and enterprise organisations address their toughest network, application, and service performance challenges and successfully deploy the networks of tomorrow with high accuracy, reliability, and low cost. OPWILL products diligently address all stages of network deployment and field service, and integrate triple play verification features across Optical Fibre, Metro Ethernet and Transport.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190304141736117.jpg;,,,,,,,Fibre Communications / FTTx / Photonics;Network Equipment;Test and Measurement;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,BU3-01,,"OPWILL is a leading provider of test and monitoring solutions for network service providers and equipment manufacturers in the global telecommunications industry which founded in 2007. OPWILL offers a wide range of innovative solutions extending across the full technology lifecycle, from design to technology deployment and onto service assurance, and covering all layers on a network infrastructure to enable triple-play services and next-generation, converged IP networking.",OPWILL TECHNOLOGIES CO LTD,www.opwill.com,,,Telecom Testing Instruments;,CMMA;,,,2019CTA
2019CTA-000520,,,,,"The 2 cores FTTH cable other called 2 core micro ADSS FTTH cable applied outdoor, as well as indoor on last mile installation route to connect the final users to telecommunication network using GPON and FTTH fiber optic to home technologies.Round FTTH drop cable applied when small size and high mechanical strengths are required on middle spans of network construction routes.Loose Tube Drop cables meet the criteria of key regional standards RoHS, CE.Jera offers to customers high quality and good price fiber optic cable products. Feel free to inquire about this fiber optic cable price.;Formed wire dead end guy-grip 22T was developed to grip the strand wire during installation on single wood pole associated with distribution construction, or concrete tower, as analog of classical wedge dead end strand clamps. Strand guy grips, 22T made of galvanized steel, ASTM A475 standard of wire. Jera helical has the complete range of test equipment to proceed the type test of heliformed dead ends. We focus on the quality and complete range of steel formed grips, which includes: dead-end guy grips, Strand guy grips,  suspension grips, side ties, twin ties, insulator top ties, armor rods, full tension splices.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190312115906831.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190319090420507.jpg;,,,,,,,Fibre Communications / FTTx / Photonics;Network Equipment;Telecom Power & Systems;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,BM2-08,,"JERA LINE FITTING CO., LTD is a foreign investment, growing factory, which produces fiber optic network components and electrical distribution cable accessories. For telecommunication and fiber optic network applications we produce FTTH drop cable, ftth fiber optic drop cable, Drop Wire Clamp, Fiber Optic Cable Clamp,  Insulation Piercing Connector, Dead-end grips, Guy Grips. Jera is FTTH cable factory,  dead-end Grips Suppliers, Cable Clamp factory, Insulation Piercing Connector Suppliers, Fiber Optic Splice Closure Manufacturer.",YUYAO JERA LINE FITTINGS CO  LTD,,,,"FTTH Drop Cable, 2 Fibers;Strand wire guy grip, 22T;",CMMA;,,,2019CTA
2019CTA-000560,,,,,"With hundreds of AI/ML, data science, IoT, Blockchain talents and 2,400 software engineers, we can make your products and solutions more competitive by embracing the latest technologies. Our main services: Build & Operate Innovation Centers, Design & Implement R&D Projects, Build Software Product PoC/Prototypes, Find Technical Solutions, Technical Feasibility Assessment, Build Full Software Products;Innovative solutions to increase your competitiveness: IoT smart device framework, customer dynamic-micro segmentation & analytics, student analytics, resume parser, auto brand recognition, food integrity, etc.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190315194809517.JPG;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190315195200918.JPG;,Industrial IoT;,Robotic Process Automation / Machine Learning;,AI;Connected Devices;,Big Data & Analytics;,Blockchain;,,,4712c14e-333b-e911-95db-d89d671c94cf,VIETNAM,5F6-12,Academic Institutions;Publications / Media;,"TMA is a leading software company in Vietnam with 2400 engineers and 22 years of experience in providing quality software services for clients in 27 countries. TMA Innovation Center is aimed to provide Innovation Solutions and Services based on latest technologies: Artificial Intelligence (AI), Machine Learning (ML), Big Data & Analytics, Internet of Things (IoT), Blockchain.",TUONG MINH SOFTWARE SOLUTIONS COMPANY LIMITED,www.tma-innovation.center,,,R&D as a service;Innovative solutions;,NXT;,,,2019CTA
2019CTA-000121,,,,,"NoviFlow NoviSwitches™ deliver the fastest fully programmable forwarding plane solutions in the market, with up to 6.5 Tbps of genuine wire-speed performance. Our switches are specifically designed for deployment in carrier networks and data centers looking to improve the cost/performance, security, scalability and flexibility of networks.  Applications include Cyber-security, vBNG, Data Center Inter-Connect, In-Line Packet-Brokering, Monitoring and Telemetry, NFV, EPC, Cloud, and Hyperscale Networking. NoviSwitches leverage the NoviWare™ Network Operating System to deliver maximum programmable pipeline capability in a compact form factor with the most complete implementation of OpenFlow v1.3/1.4/1.5.;NoviFlow’s CyberMapper is a high-performance Threat Intelligence Gateway that can accelerate and scale cybersecurity and packet brokering processes into the Terabit scale in a single switch using open standard interfaces such as OpenFlow, gRPC and P4-runtime.CyberMapper enables NoviWare™ compatible switches (such as NoviFlow’s NoviSwitches and select white-box switches) to deliver packet filtering, threat mitigation and load balancing directly in the network fabric in a simple, scalable, compact form factor, and at a fraction of the price of conventional threat mitigation solutions.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190411234206602.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190411234445388.JPG;,,,AI;Connected Devices;eGovernment;Smart Grid / Metering;Sustainable ICT;,Software Defined Data Centre;Virtualisation;,Cloud Security;Cyber Security;Mobile Security;,,4G / 5G / LTE;Carrier Ethernet;Heterogeneous Network;Network Equipment;Network Security;Software-Defined Networking (SDN) / Network;,4712c14e-333b-e911-95db-d89d671c94cf,CANADA,5G5-01,Academic Institutions;Associations;Government / Agencies;,"NoviFlow is a leading vendor of High-Performance SDN Network Operating Software (NOS), Cybersecurity Middleware and Programmable Network Solutions to network operators, data centers and government agencies seeking greater performance, flexibility, cost-efficiency, and security over their networks. We make it easier for our customers to accelerate and scale SDN and intent-based networking solutions using open standards, easy-to-use abstraction middleware and high-performance white-box switching hardware.",NOVIFLOW INC,,,Digital Media Distribution Services;,NoviSwitch;CyberMapper;,NXT;,,,2019CTA
2019CTA-000111,,,,,"The 9780 is the new generation IF converter for satellite signals to be used in MDU’s. The compact plug-and-play module has a straightforward and easy configuration. It supports up to 32 DVB-S/S2 transponders and has 4 satellite inputs (Quattro/Quad/Wideband LNB). All individual transponders has realtime AGC on its output up to 112 dBμV.;Unitron is proud to present you the newest Johansson range of Digital Modular Headends.You can use them in all your projects, thanks to their flexible configuration. They are compatible with all platforms: satellite, cable, terrestrial, IP and HDMI.With the new Remote Management Unit, control, monitoring and alarming (e-mail notifications) is possible. Our newest Digital Modular Headend consists of multiple rack-mountable modules and accessories.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190415225825434.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190415230133928.jpg;,Industrial IoT;Interoperability Protocols / Platforms;LPWAN (LORA);Machine to Machine (M2M);Modules / Sensors;,,,,,,4G / 5G / LTE;Fibre Communications / FTTx / Photonics;RF Components / Antennas / Repeaters;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,BELGIUM,1W2-03,,"Unitron offers state-of-the-art Digital headend technologies and TV accessories for Cable, Satellite and Terrestrial TV distribution for multi-dwelling and residential buildings. Its solutions are available to many OEM customers and TV operators. End users have access to the Johansson branded products via a worldwide network of distributors and integrators.",UNITRON NV,,,IPTV Solutions / Middleware;,COMPACT SATELLITE IF CONVERTER (9780);Digital DMH Headend;,CMMA;,Antennas / Amplifiers / Receivers / Transmitters;DTH Service;Satellite Broadband Communications;,,2019CTA
2019CTA-001095,,,,," MwareIPTV offers a white label, easy to manage and cost effective IPTV/OTT platform. MwareIPTV is a one stop shop and offers a turnkey Cloud based solution for Cable and Telecommunication companies, ISPs, Mobile operators and Content owners. This end to end solution for IPTV OTT includes end user Applications on many devices, a complete management system, content delivery (CDN, Streaming), DRM and equipment (for Encoding and Transcoding).;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190524101543379.jpg;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,NETHERLANDS,5H3-09,,"MwareIPTV is a one stop shop, offering a turnkey Cloud based solution for Cable and Telecommunication companies, ISPs, Mobile operators and Content owners that would like to offer a TV/Video on Demand Service to their subscribers in their own network or over public internet (OTT). This end to end solution for IPTV OTT includes end user Applications on many devices, a complete management system, Content delivery (CDN, Streaming), DRM and equipment (for Encoding and Transcoding)",MWARE SOLUTIONS LTD- MWAREIPTV,,,IPTV Solutions / Middleware;,IPTV OTT Management Platform (Middleware);,NXT;,,,2019CTA
2019CTA-000434,,,,,Kenbotong New product: 134-174MHz(40MHz Broadband) 3.2dBi Fiberglasse Antenna;Kenbotong New product: UHF 500W HIGH POWER  Fiberglasse Antenna;,,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190326143846049.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190326144017552.jpg;,,,Additive Manufacturing;,,Biometrics / Identity & Access Management / Smart Card / RFID;,,4G / 5G / LTE;RF Components / Antennas / Repeaters;Network Security;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,BJ1-01,,"Since its establishment in 1995, Kenbotong has played a vital role in developing wireless communication technologies,supplied 3G,4G,5G various antennas.",KENBOTONG TECHNOLOGY CO LTD,,,Connected Devices / Streaming Media;,40MHz VHF Fiberglass Antenna;500W UHF Fiberglass Antenna;,CMMA;,,,2019CTA
2019CTA-000414,,,,,"The series of ring-foucs type Tx/Rx antenna for 2.4m 3.0m 3.7m and 4.5m With the features of high efficiency, fine sidelobes, favorable withstanding erosion  and the characteristics for the extremely convenient for the installation,These Suman's VSAT antennas have been got the type approval certificate from the satellite organizations.;SMC reflectors series offset Tx/Rx antennas for 0.75m 1.2m and 1.8m,and 0.98m metel reflector Tx/Rx antenna.These series Tx/Rx antenna 1.8m can be used for C-band, Ku-band, 0.75m 0.98m and 1.2m can support Ku-band and Ka-band. With high precision, easy installation, Economically reasonable prices，and suitable for batch production.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190305112119937.JPG;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190305112103262.jpg;,,,,,,,RF Components / Antennas / Repeaters;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,1R4-01,,"Suman designs and manufactures VSAT antenna . It has SMC offset 0.75m, 0.98m 1.2m, 1.8m,and ring-focus  2.4m, 3.0m, 3.7m and 4.5m antenna.Apart from C-band and Ku-band ,the offset also can support Ka-band Tx/Rx antenna",SUMAN SATELLITE TECHNOLOGY CO,,,,ring-foucs type Tx/Rx antennas;offset type SMC samll VSAT antenna;,CMMA;,Satellite Broadband Communications;,,2019CTA
2019CTA-000906,,,,,"1. 100% bone-conduction type Pure Vibe Headset, which provides high sound quality with patented bone-conduction transducer.
2. Phone call and music via Bluetooth connection.
3. 250mAh high capacity battery installed.
4. High performance Bluetooth chipset installed, support Bluetooth 5, prompt Siri/OK google with button command;1. World's first bone-conduction hearing aid.
2. Can be used as both Bluetooth headset and hearing aid.
3. Easy switch between Bluetooth mode and hearing aid mode.
4. High performance integrated hearign aid microphone.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190426083602313.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190426084029415.jpg;,Industrial IoT;Modules / Sensors;,,AI;,Big Data & Analytics;,,,Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BJ2-01,,"M.I.J. is a manufacturing company that aims for safe and convenient life that contributes to modern lifestyle. Our Bone-conduction Bluetooth headsets and Hearing aid devices use bone conduction sound transmission system which prevent users from unsafe and unhealthy way of listening. Furthermore, our product gives hearing impaired people a hearing aid function.
 M.I.J. will continue to work forward to provide safe and convenient products and thereby, we want to be contributed in improving the quality",M.I.J.,www.mijkorea.com,,,Etereo ONE bone-conduction Bluetooth headset;Etereo N60 bone-conduction hearing aid;,CMMA;,,,2019CTA
2019CTA-000124,,,,,"Antik offers very stable and easy to manage platform which is proven, and deployed by many customers in the region.;Antik's IoT for Smart Home can be operated standalone, or be integrated as part of it's IPTV solutions whereby the gateway are built-in the IPTV Set-top-Box, control of smart home devices can be done via the TV with Remote Control, or using the Mobile apps.;",,;,Industrial IoT;LPWAN (LORA);Modules / Sensors;,Mobile Device Management / Mobile;System Integration;,Connected Devices;eGovernment;Intelligent Transport Systems / Asset Tracking;Smart Grid / Metering;Surveillance;,SaaS;,,,,4712c14e-333b-e911-95db-d89d671c94cf,SINGAPORE,1N5-01,,"ANTIK Technology develops End-to-End IPTV/OTT solutions and Internet of Things platforms for operators, content providers, retailers, townships and governments. It is one of he few global companies with own hardware and software products for complete IPTV ecosystem from acquisition, transcoding, streaming, management, monitoring, protection to middleware and end-users devices. Our current position on global market benefits from more than 20 years of experience in the area of video processing.",ANTIK TECHNOLOGY (S) PTE LTD,,,8K / 4K / UHD;Content Management / Security Service;Digital Media Distribution Services;Digital Signage;SaaS;Interactive Displays;Connected Devices / Streaming Media;Content Delivery Network (CDN);Digital Rights Management (DRM) / Conditional Access System (CAS);IPTV Solutions / Middleware;Set–Top Boxes;,IPTV / OTT Streaming Solution;IoT Smart Home;,CMMA;,,,2019CTA
2019CTA-000174,,,,,"SmartHub is able to transforms existing lamp post into an intelligent lamp post. It is fully equipped with the capability of temperature, humidity, wind speed, water level tracking and video analytics. With this, countries can use this for human analytics, public safety and environmental monitoring. ;",,;,,,Intelligent Transport Systems / Asset Tracking;,,,,Network Equipment;RF Components / Antennas / Repeaters;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,SINGAPORE,5B4-01,,"Infracomms is a communication infrastructure supply chain specialist that has many years of experience in supplying and deploying copper connectivity solutions, fiber optics connectivity solution and advanced coverage for indoor and outdoor environment.We are committed to our customers and partners in providing high quality technical support, commissioning and maintenance, kitting, configuration and logistics services.",INFRACOMMS PTE LTD,,,,SmartHub;,NXT;,,,2019CTA
2019CTA-000903,,,,,"Radio Design is a multi award-winning technology leader in unique and customised infrastructure-sharing RF filter solutions, enabling many of the world’s largest network operators to achieve maximum data throughput and capacity for their cell sites and achieve significant CAPEX and OPEX savings through its unique RF technologies. If you are a network operator looking to overlay new wireless technologies onto existing infrastructure, or share network equipment with other operators, Radio Design’s innovative, and most comprehensive, range of RF solutions [including TMAs, combiners and RF routers] will help you achieve this in a cost-effective and timely manner.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190504140047169.JPG;,,,,,,,4G / 5G / LTE;Network Equipment;RF Components / Antennas / Repeaters;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,INDIA,1E3-10,,"Radio Design is an award-winning market leader in the provision of wireless infrastructure sharing solutions and RF filter systems. With nearly 500 years of combined leading-edge RF design, development and volume-manufacturing experience, Radio Design’s pioneering team offers OEMs, operators and infrastructure companies the easiest, fastest and lowest-cost ways to roll out their networks. Radio Design works alongside its network operator partners to help them roll out new networks faster & make their existing networks better.",RADIO DESIGN INDIA PRIVATE LIMITED,,,,"RF filter-combiners, enabling the sharing/re-use of existing infrastructure, especially antennas;",CMMA;,,,2019CTA
2019CTA-000943,,,,,"IFSEC Southeast Asia is the arm of the global IFSEC series of exhibitions that focuses on some of the world's most critical issues, namely security, fire and safety. The event represents an amazing opportunity for the entire industry value chain to congregate and build networks, whilst witnessing the latest products and technologies offered by leading manufacturers from all over the world. IFSEC Southeast Asia held concurrently with ASEAN Super 8 and another 8 top industries exhibitions under one roof for it's second edition on 23 - 25 June 2020, at Malaysia International Trade and Exhibition Centre (MITEC). ;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190507122757095.jpg;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,MALAYSIA,5F1-10,Consultancy / Project Management;,"IFSEC Southeast Asia, ASEAN's leading security, fire and safety event. IFSEC Southeast Asia witness the latest products, services and technologies offered by top-notch manufacturers globally. By narrowing down on the critical issues related to security, fire and safety, the event will serve as an ideal avenue for visitors to stay abreast with the ongoing and upcoming industry trends.",IFSEC SOUTHEAST ASIA,,,,Trade Exhibition;,NXT;,,,2019CTA
2019CTA-000297,,,,,"U1 new type LC fast connector is mainly used for 5G building with 2x1.6mm flat cable. Now we have build the cooperation with China Mobile and China Unicom.;For U1 new type closure, it has a smallest size and biggest capacity. The weight is less than 1 KG. It also can be used with 1x8 PLC splitter, widely used in outside for IP65. ;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190226145553415.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190226144807566.jpg;,,,,Enclosures / Server Racks;,Biometrics / Identity & Access Management / Smart Card / RFID;,,4G / 5G / LTE;Fibre Communications / FTTx / Photonics;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,1H1-04,,"U1 is founded in 2011, located in Baoan, a high-tech enterprise specialized in research and development (R&D), manufacturing, marketing and engineering service of last 100m FTTx and Data center solution.90% of customer comes from overseas, it has a wide customer foundation in Europe, Asian and America. U1 also is the major Chinese supplier about High-speed optical interconnection product for Intel and CISCO in America.",SHENZHEN U1 TELECOMMUNICATIONS CO LTD,,,Connected Devices / Streaming Media;,LC FAST CONNECTOR ;96 core Inline-type closure;,CMMA;,Satellite Operators;,,2019CTA
2019CTA-001190,,,,,"BehavioSec provides a continuous, zero-friction authentication signal that helps you verify that people are who they say they are online. Improved authentication accuracy comes with a better user authentication experience as well as reduced analysis and verification costs. It does so without disturbing your existing authentication or fraud detection investments so you can get back to trusting your customers again.

BehavioSec adds a robust sensory capability built on a multitude of inputs that’s fully independent of factors like device information, IP-adress, geolocation, personally identifiable information (PII), and it is thus resilient to sudden changes to compliance and legal frameworks.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190610163244372.jpg;,,,,,Biometrics / Identity & Access Management / Smart Card / RFID;Cloud Security;Cyber Security;Mobile Security;,,,4712c14e-333b-e911-95db-d89d671c94cf,UK,5C2-21,,"The company’s Behavioral Biometrics platform is widely deployed across companies for its proven ability to dramatically reduce account fraud and data theft. Founded in 2008 out of groundbreaking academic research, BehavioSec technology allows companies to continuously verify digital identities with superior precision in real-time.

BehavioSec’s enterprise grade solution is used in global deployments by many of the world’s largest companies, reducing manual review while safeguarding millions of users across billions of transactions.",BEHAVIOSEC,https://www.behaviosec.com,,,BehavioSec;,NXT;,,,2019CTA
2019CTA-000227,,,,,"Optical closure / optical termination boxes are functioned for connect and distribute optical cable. The main application are for telecommunication and fttx market, the products provide protection as air and water-resistance.  From traditional functioned of fiber splice, the technology is upgrading to multifunctional and product is integrated for various application, such like combined the accommodation of PLC splitter, mechanical sealing technologies and fast connection.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190108180851504.JPG;,,,,,,,Network Equipment;Telecom Power & Systems;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,1J5-01,,"Yuyao Liangpin Telecom Equipment Co is a professional company for developing and manufacturing of optical closure and optical termination box, established in 2008 and located in Ningbo city, about 2 hours from Shanghai. With 10 years of experience accumulated, the company has a wide product range for supporting demands from different market, owns tooling workshop, injection plant and qualification lab, ISO9001 certificate and all materials are RoHS qualified.",YUYAO LIANGPIN TELECOM EQUIPMENT CO LTD,,,,Optical Closure;,CMMA;,,,2019CTA
2019CTA-001100,,,,,"Production in Asia with competitive prices, strong R&D in magnetics, world leader in LF 3 axis transponders, transformers and chokes for EV, coils for wireless charger, filters for smart grid, sensors for tracking motion.;",,;,,,Smart Grid / Metering;,,,,,4712c14e-333b-e911-95db-d89d671c94cf,SPAIN,5H4-05,,"PREMO is a Spain-based company that focuses on the development, manufacture and sale of electronic components with special focus on the growing market of H&EV, and market segments including automotive, telecommunications, and industrial electronics. Our product portfolio includes RFID antennas, power transformers, inductors & chokes, current sensors, EMC filters, and PLC components. In addition to our broad range of standard components, PREMO also designs custom solutions to fit customer needs.",PREMO,www.grupopremo.com,,,"RFID antennas and transponders, Wireless charger coils and passsive components, Filters for smart grids.;",NXT;,,,2019CTA
2019CTA-001110,,,,,"Software combining existing network assets (xDSL, 4G, 5G, WiFi) into a single and bigger pipe to deliver an enhanced internet access in a cost-efficient way. 5 incumbent operators in Europe (Proximus in BE, KPN in NL, Telia in FI & LT, Go in MT) have commercially rolled out our DSL 4G bonding solution and tens of thousands of households are already benefiting from an improved Internet access, particularly in rural areas.;Software combining existing network assets (xDSL, 4G, 5G, WiFi) into a single and bigger pipe to deliver an enhanced internet access in a cost-efficient way. 5 incumbent operators in Europe (Proximus in BE, KPN in NL, Telia in FI & LT, Go in MT) have commercially rolled out our DSL 4G bonding solution and tens of thousands of households are already benefiting from an improved Internet access, particularly in rural areas.;",,;,,,,,,,4G / 5G / LTE;,4712c14e-333b-e911-95db-d89d671c94cf,BELGIUM,5L4-12,,"Tessares is a technology company based in Belgium founded in 2015. Tessares is active is the research, development and deployment of software solutions that significantly improve the performance and quality of Internet access by combining several networks such as xDSL, 4G, 5G, WiFi, etc. Our first solution boost the speed of the long DSL line with extra capacity from the 4G network and has been deployed by several incumbent operators.",TESSARES,,,,Software solution combining DSL   4G;Software solution combining 5G and WiFi;,NXT;,,,2019CTA
2019CTA-001147,,,,,"Our efforts with software QA have helped one of our customers reduce testing time from 4 weeks to 2 days and they’ve released new revenue-generating features to waiting customers on time, every month for the last 3 years. Our customers also see an average reduction in bugs in production of 72%. 

You can achieve these results using a combination of our leading-edge cloud testing platform, our best-practice processes and the intellectual horsepower of our consultants. 

All this makes for a powerful software delivery system that will help you find bugs before your users find them.;Our cloud security work ensures that not only will your clients’ commercially sensitive data kept safe, but also that your livelihood and your team’s careers will be protected, beyond point-in-time penetration testing.

If your teams are building SaaS or digital applications in the cloud, the Cloud Security Warrior will help you protect your IP, your users' sensitive data and your reputation.

What's that worth to you?;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190604193751198.jpg;,,Robotic Process Automation / Machine Learning;,eGovernment;FinTech;mHealth;,Cloud Architecture & Applications;SaaS;,Cloud Security;Cyber Security;,,,4712c14e-333b-e911-95db-d89d671c94cf,AUSTRALIA,5F4-01,Consultancy / Project Management;,"We save software teams from having to suffer “oh s**t Monday’s.” We do this by helping you exploit the power of effective automated software testing and targeted penetration testing so that you can fortify your applications & networks to protect your brand from malicious hackers. 

If you want to release bug-free and secure digital applications in less time and by employing fewer resources, you should talk to us.",AUDACIX,audacix.com,,,Qsome Continuous Software Testing;Cloud Security Warrior (Penetration Testing & Cloud Security);,NXT;,,,2019CTA
2019CTA-001170,,,,,An online dashboard that clients can use to better monitor and understand the power demands to make better business decisions. ;,,;,Industrial IoT;Modules / Sensors;,System Integration;,AI;Connected Devices;Smart Grid / Metering;,Big Data & Analytics;SaaS;,,,Network Equipment;Test and Measurement;,4712c14e-333b-e911-95db-d89d671c94cf,PHILIPPINES,5H2-07,Consultancy / Project Management;,Exora technologies is an end to end energy solutions platform that provides electricity savings from procurement to analytics,EXORA TECHNOLOGIES INC.,,,Interactive Displays;,Axess Analytics ;,NXT;,,,2019CTA
2019CTA-000358,,,,,"By moving physical car keys into the cloud, the sharing economy enters the domain of cars, mobility & transportation. SLICK's cloud key services enable a whole suite of seamless mobility solutions without requiring physical car keys!Sample implementations:1. Share access to your company vehicle with all employees via a mobile app. Every user action is tracked & logged for storage.2. Car rentals can streamline the entire rental process by eliminating physical car key management.  Key features -  keyless car sharing, real time vehicle tracking and trip history details3. Facilitate easy family car key sharing concepts;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190304112437092.jpg;,Modules / Sensors;Telematics;,Enterprise Mobility;Location Based Services (LBS);System Integration;,Connected Devices;Intelligent Transport Systems / Asset Tracking;,Cloud Management;SaaS;,,,,4712c14e-333b-e911-95db-d89d671c94cf,SINGAPORE,5E2-01,,"Quantum Inventions (QI) is in the business of providing mobility intelligence to consumer, corporations and governments by leveraging on its integrated suite of mobility applications, enterprise logistics and analytics platforms, enabling its users to easily optimize and take smart decisions about mobility in smart cities. Beyond building on its lead in delivering connected navigation and traffic intelligence products, QI also creates state-of-the-art fleet management and optimization solutions, location-based solutions, and systems for traffic and transportation management.",QUANTUM INVENTIONS PTE LTD,,,,SLICK;,NXT;,,,2019CTA
2019CTA-000646,,,,,"PortaSwitch is an integrated platform for telecommunication service providers, wholesale carriers, ISP, MVNO and NGN operators for unifying voice, messaging, and data traffic within a single converged network.;PortaBilling is a converged business and operation support system (B/OSS) designed for Communication Service Providers (CSP);",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190312210948268.JPG;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190312211136533.JPG;,,BSS / OSS;Unified Communications & Collaboration;,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,CANADA,5G7-01,,"A leading global vendor of B/OSS & OCS and UCaaS, PortaOne has been trusted by telecom operators, MVNO/MVNE, and communication service providers for over 20 years. Our convergent software platform enables 450  CSPs and telcos in over 90 countries to improve customer management, lower TCO and significantly reduce time-to-market for new services, such as fixed and mobile voice, data, messages, IPTV, IoT, and more.","PORTAONE, INC.",,,,PortaSwitch;PortaBilling;,NXT;,,,2019CTA
2019CTA-000989,,,,,"Cloud-based The first HEMS Platform that applies IoT, Big data, AI, and Mobile App. 
( Smart City/ Smart Grid / Smart Metering / Home Energy Management System ); IoT integrated Private LPWAN ,  Clinet  / Gateway / Repeater device (‘Free’ expense for Communication through private RF network);",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190507123505489.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190507124439776.jpg;,Industrial IoT;Interoperability Protocols / Platforms;LPWAN (LORA);,,AI;Connected Devices;eGovernment;Smart Grid / Metering;,Big Data & Analytics;Cloud Architecture & Applications;Cloud Management;,,,RF Components / Antennas / Repeaters;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BH2-06,Government / Agencies;,"Kevin LAB INC. is an energy / IoT specialized company based on EMS(Energy Management System) platform service through IoT, Cloud, Big data, and Mobile in the era of 4th industrial revolution.",KEVINLAB INC.,,,,Cloud-based HEMS Platform;IoT integrated Private LPWAN Device (Client/Gateway/Repeater);,CMMA;,Antennas / Amplifiers / Receivers / Transmitters;,,2019CTA
2019CTA-001048,,,,,"Project name : ALISEON
Project Overview : LIVE – Quiz show, Creator collaboration system, multi-vendor ecommerce, Cross-boarders, video content based, mobile APP / Web services
Service Site : www.ALISEON.com;Project name : Farmer’s TALK - NONGDAM
Project overview : Mobile platform services that capture the story of the manufacturer
Ecommerce focused on the experience of produce, products and farming and fishing villages
Service Site : www.NONGDAM2US.com;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190603150901923.JPG;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190603151200459.JPG;,,Mobile Marketing;mCommerce / mPayment;Unified Communications & Collaboration;,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BJ3-14,,"CREFUN Co., Ltd. is located in the Republic of Korea and has specialized know-how such as planning, development and operation of APP service.Through this exhibition, we are pleased to introduce the media content-based e-commerce platform ALISEON and  NONGDAM, a story of farmers who have a story about agricultural producers.","CREFUN.CO.,LTD",,,,"Global E-commerce platform, ALISEON;NONGDAM, a story of farmers;",CMMA;,,,2019CTA
